Uuid,Void/Retire,Short name:en,Fully specified name:en,Fully specified name:fr,Data class,Data Type,Members,_order:500,Mappings|SAME-AS
ae875906-d25a-4fc2-bb7d-f0c2d4c3045b,,,"Cryogenic Vial 2 ml,Self Standing,Round Bottom",,Medical supply,N/A,,,DAGU Item:51557
00282672-4b42-46bd-8d54-69f1afb2b754,,,Spatula Stainless Steel,,Medical supply,N/A,,,DAGU Item:51385
f107f814-94f8-4abf-ae41-5f3ffcd62d57,,,Pasteur pipette plastic Non sterile 3ml,,Medical supply,N/A,,,DAGU Item:56481
f59c0340-87ba-4d06-96c0-2d71dedc2788,,,Vacutainer Blood Collection Tube with EDTA anticoagulant purple top 4ml Plastic,,Medical supply,N/A,,,DAGU Item:56530
d31add63-2f4f-48fc-b754-1018edea695b,,,"Cover Slide 22x22mm, 13mm Thickness",,Medical supply,N/A,,,DAGU Item:55952
9d5e19de-d0a9-465b-97d0-ee65c8821a14,,,Cat Gut Chromic Gauge 2.0(4/0) 75cm on 15mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:56419
b7cbf8a7-3409-433a-a9a2-9d9afd0abceb,,,Vacutainer Blood Collection Tube with citrated anticoagulant blue top 4ml Plastic,,Medical supply,N/A,,,DAGU Item:56531
fb67f84b-1d8e-4f4d-8930-f4b561ebc253,,,Drainage Chest Tube 20FG,,Medical supply,N/A,,,DAGU Item:60890
724e7f73-13d5-49f4-8e58-ea97933089b6,,,Drainage Chest Tube 16FG,,Medical supply,N/A,,,DAGU Item:60889
9491e19b-4131-43cc-9106-4ea5dbabc27d,,,Transport Swab Sterile with transport media,,Medical supply,N/A,,,DAGU Item:64149
bdc224b4-de01-4b1b-abee-b671e118083b,,,Glove Examination Powder Free Nitrile Non sterile X Large,,Medical supply,N/A,,,DAGU Item:64221
f60ca3df-72e4-4d11-bfc1-9343bb11ee12,,,Mask Nebelizing,,Medical supply,N/A,,,DAGU Item:64229
9a75ed6a-b12a-4bf8-9096-41e0e4453b81,,,Cap Surgical Bouffant Non Woven,,Medical supply,N/A,,,DAGU Item:64007
24a8cffc-29bb-4be0-9c72-cd6d591f5034,,,NEO Iris Stir Balls Dispenser,,Medical supply,N/A,,,DAGU Item:64055
041dfb1e-3390-4aea-90e2-b2b0fa844481,,,Medical Protective Clothing For an Emergency X Large sterilizable,,Medical supply,N/A,,,DAGU Item:64087
bc0ab555-3a76-4b74-bfca-bd7dc74227ef,,,Alinity i Closure Gap for Reagents,,Medical supply,N/A,,,DAGU Item:64112
f855815a-9f95-429c-a7ea-1dabd6127730,,,"Polydioxanone (PDS) 4.0 Round , 70Cm Long",,Medical supply,N/A,,,DAGU Item:64120
9766dff4-371c-4001-8f2d-7d7bb5d0b1b6,,,Pipette Tip sterile with filter 1000 Micro Litter,,Medical supply,N/A,,,DAGU Item:64152
685052d2-7e93-4a7d-9a4a-bc161dc5a8b7,,,Diaper for Adult External Large,,Medical supply,N/A,,,DAGU Item:64164
b502bcea-a607-4da5-8194-d41fee8044f2,,,Suction Containing Tube,,Medical supply,N/A,,,DAGU Item:64228
02a2f7ad-7612-4f4c-8cfb-e59642d86904,,,Cobas 6000 Halogen Lamp,,Medical supply,N/A,,,DAGU Item:64002
f200c197-7575-4553-873d-d564ed2b336b,,,Spinal Needle 10cm 25G,,Medical supply,N/A,,,DAGU Item:64010
407539d3-4583-4e97-b280-3b6448d470fa,,,Glove Examination Powder Free Nitrile Sterile Xs Size,,Medical supply,N/A,,,DAGU Item:64050
00c2f889-cfd1-4b5c-ab88-7be0ce8e6789,,,Transport Medium with Swab,,Medical supply,N/A,,,DAGU Item:64155
a24288eb-ebf8-4120-97c5-fd95c92f69f9,,,Diaper for Adult,,Medical supply,N/A,,,DAGU Item:64163
c3162c59-54fe-4eed-accf-6560b0072a27,,,Gown Barrier Disposable Blue elastic cuffs neck and waist ties universal fit,,Medical supply,N/A,,,DAGU Item:64219
dd65464d-a620-42fa-8e3b-62e198ce8c21,,,NEO Iris Barcoded Microplates,,Medical supply,N/A,,,DAGU Item:64054
123d3031-85c2-4c7f-a49a-b3c9458c8e85,,,Medical Protective Clothing For an Emergency Large sterilizable,,Medical supply,N/A,,,DAGU Item:64086
504ebc74-c932-48f6-8f09-f75953cc9b90,,,Alinity i Reaction Vessel,,Medical supply,N/A,,,DAGU Item:64111
54244f8c-3f08-46ab-8570-37b6b483a539,,,Pipette Tip sterile with filter 200 Micro Litter,,Medical supply,N/A,,,DAGU Item:64151
d1930db6-e789-4d55-ab31-5dbf7b886aff,,,Biohazard Bag Specimen 15x23 cm,,Medical supply,N/A,,,DAGU Item:64215
14668768-f281-4081-9e4c-f29050359f11,,,NEO Iris Select Wells,,Medical supply,N/A,,,DAGU Item:64053
eadfd981-3f7c-4e93-a12c-5432b9c6b085,,,Alinity i Maintenance Kit,,Medical supply,N/A,,,DAGU Item:64110
5c05c566-b80f-467f-b925-3b3faa67f93a,,,Pipette Tip sterile with filter 20 Micro Litter,,Medical supply,N/A,,,DAGU Item:64150
a17c8038-ca37-46d1-9ee1-ee754107f6d2,,,Drainage Chest Tube 24FG,,Medical supply,N/A,,,DAGU Item:60891
d68f771a-6043-4658-b109-e0b27c1bb2e7,,,NEO Iris Stir Balls,,Medical supply,N/A,,,DAGU Item:64056
3b5595d9-948e-452f-a7ab-de1a11284912,,,Cat Gut Chromic Guage 6.0(2) 75cm on 35mm 1/2 circle round bodied Heavy needle,,Medical supply,N/A,,,DAGU Item:64080
f655e433-f276-45d4-9af2-9a9ea77c6efc,,,Medical Protective Clothing For an Emergency XX Large sterilizable,,Medical supply,N/A,,,DAGU Item:64088
80fbcb8d-5bd2-4912-a95b-0855f314f627,,,Alinity i Sample Cup,,Medical supply,N/A,,,DAGU Item:64113
256fa5c9-5f4e-4884-a044-9c37600be4d1,,,Under Pad Absorbent Plastic Backing 45x60cm,,Medical supply,N/A,,,DAGU Item:64217
bafbffbe-34b4-4b9e-abf8-f5998a08058b,,,Drainage Chest Tube 36FG,,Medical supply,N/A,,,DAGU Item:60892
846a2218-5008-462d-8265-1d8a2a2dc830,,,Cobas 6000 Reaction Cell set,,Medical supply,N/A,,,DAGU Item:64001
86ec7759-f576-4928-984d-6670e2737d6c,,,Glass Vial with a rubber stopper flip top Sterile Non latex,,Medical supply,N/A,,,DAGU Item:64089
2f49c5c8-b6c0-4230-968a-bdcae2223d09,,,Body Bag,,Medical supply,N/A,,,DAGU Item:64154
9fe6a611-1406-4424-811e-2e3ce7fd30be,,,Diaper Post Partem for women,,Medical supply,N/A,,,DAGU Item:64162
6bbd8ebd-6c13-44e8-b176-021d93a0a750,,,Gown Barrier Disposable Blue elastic cuffs neck and waist ties,,Medical supply,N/A,,,DAGU Item:64218
12b1f493-051b-4ed2-9476-98c14e3b20f6,,,EX Tube X2 FL100,,Medical supply,N/A,,,DAGU Item:64245
f64ce448-4374-4883-8be8-d62910ade366,,,Lab Coat Blue Medium,,Medical supply,N/A,,,DAGU Item:64253
ce8516cc-f389-4acb-8718-2295aafdad4f,,,Fenestrated Towel 1mX1m,,Medical supply,N/A,,,DAGU Item:64330
1ad7a760-2f0a-443d-9f91-70ad1f078725,,,Syringe Pump 50ml,,Medical supply,N/A,,,DAGU Item:64346
96cac3dd-5fc2-49fd-9d86-e07d83f2a2db,,,Neck Collar Hard Medium size,,Medical supply,N/A,,,DAGU Item:64366
2318771a-9b6a-4cb7-bab9-9ba3571f776a,,,Sample Collection Tube Round Bottom Graduated screw top 50ml,,Medical supply,N/A,,,DAGU Item:64231
865fe20e-cfdf-4fec-9a69-3628b52dff75,,,IV Catheter 20G,,Medical supply,N/A,,,DAGU Item:64239
9318ee6b-d618-428b-87ca-97be9319b591,,,Bed Sheet small,,Medical supply,N/A,,,DAGU Item:64247
95a60ed7-17e6-4d77-875b-a6145c7194cc,,,Mosquito Bed Net (LLIN) PBO 190x180x170 cm (LxWxH),,Medical supply,N/A,,,DAGU Item:64324
491a21f7-8149-4283-9532-72c22b138726,,,Surgical Cape,,Medical supply,N/A,,,DAGU Item:64332
180d3811-df8d-4282-ade1-b7948efe4428,,,Syringe Pump 20ml,,Medical supply,N/A,,,DAGU Item:64348
9feae323-87a1-44f8-bee9-2347b0f1f1de,,,Mersilk Black Braided Black Gauge 1.5(4/0) 75 cm on 19 mm 3/8 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:64356
e786c7bd-eebd-4aef-bfb4-42512598523e,,,Ankle Support,,Medical supply,N/A,,,DAGU Item:64368
c6a379c6-0796-4230-992e-e92e59e5e156,,,Hemodialysis catheter Kit,,Medical supply,N/A,,,DAGU Item:64376
ad250299-c6cf-4e5f-bb25-25c685489428,,,Table Drape 70cmx80cm,,Medical supply,N/A,,,DAGU Item:64329
bf63a7e9-5882-4539-80bf-8875e3be6604,,,Syringe Pump 10ml,,Medical supply,N/A,,,DAGU Item:64345
6655123e-be6a-4de4-bcda-e607bbb97d32,,,Lab Coat White Large,,Medical supply,N/A,,,DAGU Item:64353
a8580dd1-1178-4f11-acaa-0328c1a66b24,,,Neck Collar Hard Large size,,Medical supply,N/A,,,DAGU Item:64365
a84fd271-ce3b-4244-9e7e-2727a2a1cdb0,,,Hand Towel Soft Type,,Medical supply,N/A,,,DAGU Item:64243
e219901a-c9ae-44c9-968c-c85caa4436fa,,,Syringe Pump,,Medical supply,N/A,,,DAGU Item:64251
0776e28c-2681-4759-976d-dceb8a93ea8d,,,"First Aid Tape 1""x10yd, cloth non sterile",,Medical supply,N/A,,,DAGU Item:64320
654948dc-df94-4ce9-9ea0-ae1a5379d2f7,,,Tools Towel 50cm X 50cm,,Medical supply,N/A,,,DAGU Item:64328
e23c0dc6-1e71-4808-b29a-e6683ed592c9,,,Gown Isolation,,Medical supply,N/A,,,DAGU Item:64364
65c6fe06-7286-4c32-af4a-774dd3962b3a,,,Chest Tube 32Fr,,Medical supply,N/A,,,DAGU Item:64372
60db5aa3-771a-4704-9264-1cf0d3b02370,,,IV Catheter 24G,,Medical supply,N/A,,,DAGU Item:64241
1320161d-7ff7-4cc3-9c40-b3a0bce495e4,,,Pillow,,Medical supply,N/A,,,DAGU Item:64249
da08af4c-ddfc-430a-ba76-9a34a40a3e15,,,Soft Sleep,,Medical supply,N/A,,,DAGU Item:64326
ccd941e4-9288-4a6f-8349-84a1e7248613,,,"Prolene 4.0 double armed Round , 90cm Long",,Medical supply,N/A,,,DAGU Item:64350
5bd11fed-ea3c-4037-88ce-60526b358ad5,,,Face Mask KF80,,Medical supply,N/A,,,DAGU Item:64242
4fcf2163-604d-4bdb-80aa-432d342e9d06,,,Pillow Cloth,,Medical supply,N/A,,,DAGU Item:64250
aa6ee58a-42f1-41a3-bba9-069fb43d88d1,,,Towel small,,Medical supply,N/A,,,DAGU Item:64327
4b41dc8c-a89d-4453-bd41-9d7760d0f8ae,,,Mask Non re breathing oxygen Large Size 50x36x30,,Medical supply,N/A,,,DAGU Item:64363
53a58d8a-a8dc-4e08-8e34-2bb5514d20bb,,,Chest Tube 20Fr,,Medical supply,N/A,,,DAGU Item:64371
bd5e5e8b-ef29-4c52-aeda-73dbbce87f0a,,,AV Fistula Needle 16G 16G*25mm rotable wing with backeye,,Medical supply,N/A,,,DAGU Item:64379
89f6be1e-3e88-4231-b549-9df0c990cafd,,,Mask Non re breathing oxygen Medium Size 50x36x30,,Medical supply,N/A,,,DAGU Item:64358
ed7f2c31-9f4d-4aaf-9230-ab589f82b873,,,Burner Bunsen,,Medical supply,N/A,,,DAGU Item:64370
b2b6d2ba-9c34-409b-b0b9-e1d9368e7077,,,Blood Tube (tubing set for hemodialysis),,Medical supply,N/A,,,DAGU Item:64378
d4a00ad0-bc97-4fd8-84d5-a24868b2b09b,,,Abbot Cervi Specimen collection Kit,,Medical supply,N/A,,,DAGU Item:64232
8f626e08-51cf-44cd-a0a3-91777c81c8a0,,,IV Catheter 22G,,Medical supply,N/A,,,DAGU Item:64240
ad11bc73-e344-459b-86fe-31fe7708a9fe,,,Gown for Shower,,Medical supply,N/A,,,DAGU Item:64248
38c61395-df85-46fc-bf1f-a7a16492a082,,,Syringe Pump 30ml,,Medical supply,N/A,,,DAGU Item:64325
2d104267-9845-4ddd-aa5a-2895e0cf249b,,,"Set Administration Luer lock ports, 105''tubing, DEHP, NLatex baxter",,Medical supply,N/A,,,DAGU Item:64349
327b81ee-e686-4a24-a3bb-43356babeaf2,,,Mask Non re breathing oxygen Small Size 50x36x30,,Medical supply,N/A,,,DAGU Item:64357
e246c3d3-80f5-4076-a627-c5a1bab894fc,,,"Pasteur transfer pipettes , Sterile",,Medical supply,N/A,,,DAGU Item:64369
1b01f428-b42e-466c-9bc1-55c36ff14cd5,,,Dialyzer 1.6m2 Polyether sulfon surface area 1.6m2,,Medical supply,N/A,,,DAGU Item:64377
abf5c3fe-cd81-4fbc-ab9a-c3f0d58801a1,,,Towel X Small,,Medical supply,N/A,,,DAGU Item:64246
88e32831-e367-46f7-9f2f-446b6b5c7a8a,,,Glove Surgical Latex Sterile No 6,,Medical supply,N/A,,,DAGU Item:64323
18ae593f-f22a-4105-97a7-07b6e7f2c4c2,,,Patient Drape,,Medical supply,N/A,,,DAGU Item:64331
9c67c6b1-8c5d-4751-9ef9-c07dac4f0123,,,EX Tube X2FL,,Medical supply,N/A,,,DAGU Item:64347
d804764c-02bf-4e62-bd28-71497da52716,,,Neck Collar Hard Small size,,Medical supply,N/A,,,DAGU Item:64367
08656a1b-1783-4e99-b4bb-604319edcaa8,,,Report Requisition Form For health Center,,Medical supply,N/A,,,DAGU Item:6186
87e211ca-e880-4ae3-a3eb-f4a27ea98b85,,,Meri Silk Black No.2/0 5E75DX26,,Medical supply,N/A,,,DAGU Item:6189
6060fecd-a3d5-42b5-825e-db00d745ca0c,,,"Examination Glove Powder free Nitrile, Non sterile, Medium",,Medical supply,N/A,,,DAGU Item:53141
450fb8ec-b183-4435-b0b3-70d174f79e21,,,Vacutainer serum separator tube with yellow top 5ml Plastic,,Medical supply,N/A,,,DAGU Item:56533
a396b2fd-e467-476c-983d-f913af89afa2,,,Vacutainer serum separator tube with yellow top 5ml,,Medical supply,N/A,,,DAGU Item:56175
5f3fdb60-3b9a-4b8f-b272-ba34651caed5,,,Endotracheal Tube,,Medical supply,N/A,,,DAGU Item:64481
4fa068ab-f0db-4595-9898-f2f0728b06e0,,,Spinal Needle 8cm,,Medical supply,N/A,,,DAGU Item:64489
8ee6630e-6838-470b-9ae1-8d2bc519f082,,,Oxygen Mask,,Medical supply,N/A,,,DAGU Item:64462
8b57207c-d54d-4d2f-8fd5-8f0bf1f71a28,,,Tracheostomy Tube,,Medical supply,N/A,,,DAGU Item:64492
fcbad5b6-1a82-4e4a-8919-ec286282c538,,,Catheter Ureteral 6CH,,Medical supply,N/A,,,DAGU Item:64479
87d0c895-2f54-44a8-b810-e15fe60a6c0f,,,Mosquito Bednet,,Medical supply,N/A,,,DAGU Item:64511
08e4009b-7d5b-4f4c-81c6-2920f382cb2f,,,Endotracheal Tube Sterile Cuffed 7CH,,Medical supply,N/A,,,DAGU Item:64466
75619862-99a2-46c2-909f-c1bd73839e6a,,,Syringe Insulin (Disposable),,Medical supply,N/A,,,DAGU Item:64490
51b80ff7-dc2a-49d4-b089-35a53c5fbe6a,,,Cat Gut Chromic,,Medical supply,N/A,,,DAGU Item:64478
f8f8a916-5c42-4648-9b67-3d462a4d1966,,,Endotracheal Tube Sterile Cuffed 7.5CH,,Medical supply,N/A,,,DAGU Item:64467
df2e6b88-df68-484c-ab0f-d7130c60ef44,,,Mersilk Braided Black,,Medical supply,N/A,,,DAGU Item:64483
0baa9d28-b3a9-4c0f-8617-4f6171e284a0,,,Micropipette Tips,,Medical supply,N/A,,,DAGU Item:64507
451856f8-1dd0-41e3-8014-87f7f696e815,,,Catheter Ureteral 8CH,,Medical supply,N/A,,,DAGU Item:64480
8dca2be6-b352-4795-9c01-30786f7939dc,,,Mask,,Medical supply,N/A,,,DAGU Item:64515
c402589c-953e-4b42-93ce-40a657ef525f,,,"Petri Dishes Disposable polystyrene,sterile,autoclavable 15mmx100mm",,Medical supply,N/A,,,DAGU Item:64392
cb687367-d5ff-4715-8488-97c282003267,,,Oxygen Mask with Reservoir bag 1000ml Transparent Mask 5.5mm + 2m Tube Latex green elastic strap L (126 x 83x63mm) Non sterile,,Medical supply,N/A,,,DAGU Item:64464
cc3d8bfc-c400-4c61-af71-7c132deec51e,,,Roch Survical collection Bursh,,Medical supply,N/A,,,DAGU Item:64472
5c8f260e-6502-4803-a754-ae58769b69a0,,,Cartridge,,Medical supply,N/A,,,DAGU Item:64528
cd640903-de63-4c31-ad55-a8d9ca4db80a,,,"Plate Microtitration, DAT test, 96wells, V Shaped bottom",,Medical supply,N/A,,,DAGU Item:64536
fbb4d38f-0a41-45b3-a2d3-0285f6e83cd1,,,Micropipette Tip RNA free with filter 0.1 10ul,,Medical supply,N/A,,,DAGU Item:64398
5992a42c-5790-47f8-ac8c-bca3530d377a,,,Glove Examination Non Latex small,,Medical supply,N/A,,,DAGU Item:64438
74af4def-707b-45b0-b912-fb0b4c36338e,,,Tubes sterile culture with snap cap polypropylene 12mmx75mm,,Medical supply,N/A,,,DAGU Item:64396
7770aa13-1347-4f65-bf19-8652f168b1bf,,,Micropipette Tip RNA free with filter 100ul 1000ul,,Medical supply,N/A,,,DAGU Item:64452
c0d6da65-ddfa-44e9-a146-a3e71b0d4e19,,,Intubating Stylet FR14 390mm EO Sterile,,Medical supply,N/A,,,DAGU Item:64468
270fa42a-c4f9-4f4c-9479-d933de9a88fe,,,Nephrostomy Tube 10Fr,,Medical supply,N/A,,,DAGU Item:64484
b0daea7b-841b-42c3-898d-db42a9e4d416,,,Sanitary Pad,,Medical supply,N/A,,,DAGU Item:64397
490113b7-ed4c-46b8-99e3-b8a592225226,,,Glove Examination Non Latex large,,Medical supply,N/A,,,DAGU Item:64437
24505522-aa87-4729-a397-8c6e5c8233f8,,,Disposable Under Pad 23'' x 24'',,Medical supply,N/A,,,DAGU Item:64445
4a62d8fb-1463-4ccb-884e-1227c6b50e89,,,Nephrostomy Tube 12Fr,,Medical supply,N/A,,,DAGU Item:64485
1a770686-4bf6-4483-9260-79cc827b770d,,,"Petri Dishes Disposable polystyrene,sterile,autoclavable 15mmx150mm",,Medical supply,N/A,,,DAGU Item:64393
8b859849-e24a-401e-b2a2-a48621bf89b7,,,Corrugated Circuit for CPAP Mask Adult Pu tube 1.8m connector ID 22mm Non Sterile,,Medical supply,N/A,,,DAGU Item:64465
c3d7ecba-c2d9-4451-8d98-b879f192daa3,,,steripack Swabs,,Medical supply,N/A,,,DAGU Item:64505
2ba1ebb9-3d9f-43cf-ac24-4f654c933301,,,Lab Coat White Large Disposable,,Medical supply,N/A,,,DAGU Item:64529
1e88150d-7b15-47db-92db-5dbbbd94215f,,,Filter paper Size circular qualitative grad plan circular or sheet,,Medical supply,N/A,,,DAGU Item:64394
dcb03162-04c5-4d37-95a6-d20855d1ca3d,,,"Roche Cell Collection Medium, 250 x 20 mL, 1 Kit [Roche]",,Medical supply,N/A,,,DAGU Item:64474
3108ed56-63ad-4fec-9cf3-43973ceff990,,,Elastic Straps for Face mask,,Medical supply,N/A,,,DAGU Item:64522
8c404762-5226-4e2e-afd9-2cbcbd48fee6,,,Lab Coat Blue Medium Disposable,,Medical supply,N/A,,,DAGU Item:64530
9d0a90ff-6d6a-4bde-8997-fa022a09d9f2,,,Sample Collection Card,,Medical supply,N/A,,,DAGU Item:64534
e466392c-da37-488c-9ff8-c38bcf57ead4,,,Micropipette Tip RNA free with filter 20ul 200ul,,Medical supply,N/A,,,DAGU Item:64399
613a70f1-c760-4111-a027-3b41bba7ea38,,,Glove Examination Non Latex Medium,,Medical supply,N/A,,,DAGU Item:64439
f93c31a7-3529-4525-8cda-1ac89ec3af18,,,Oxygen Mask with Reservoir bag 1000ml Transparent Mask 5.5mm + 2m Tube Latex green elastic strap L (114 x 83x60mm) Non sterile,,Medical supply,N/A,,,DAGU Item:64463
0d3f7757-fd7c-4ee7-8141-e780b44dc036,,,"Pasteur Transfer Pipette 60 uL, Graduated, Plastic, Non Sterile",,Medical supply,N/A,,,DAGU Item:64471
e22509fe-2905-4e23-a497-5ef3dbf80342,,,Cervical Collection Brush,,Medical supply,N/A,,,DAGU Item:64519
3b0e7d91-a5a7-4537-bb32-f4ebc4dfdba9,,,Head Start Base,,Medical supply,N/A,,,DAGU Item:64527
ddc1b8f3-5072-4daa-bd74-982120ecf1dc,,,Syringe Filter 25mm,,Medical supply,N/A,,,DAGU Item:64535
eea90961-113b-4ae7-a8c6-9dfd966ca1f7,,,Face Mask N95/FPP2 (Non medical),,Medical supply,N/A,,,DAGU Item:64552
1f88d714-4618-498b-9231-04083b8bc770,,,Pipette Sterile transfer plastic disposable individually wrapped 3ml,,Medical supply,N/A,,,DAGU Item:64395
a38cfb4e-db0a-43dd-882f-27751cb8866f,,,Bag Back Pack,,Medical supply,N/A,,,DAGU Item:64523
b042609e-c60e-43a8-921b-4eeef403ecb2,,,Glove Examination Powder Free Nitrile Medium,,Medical supply,N/A,,,DAGU Item:64565
d5367f96-377a-49f8-84c4-57f2a0294d32,,,Lactate Dehydrogenase(LDH) UV enzaymatic kinetic method,,Medical supply,N/A,,,DAGU Item:52671
c58fbc98-da81-4af1-ba54-ce9e54b2b5e5,,,Surgical Gown large,,Medical supply,N/A,,,DAGU Item:64579
1ba07608-7bfb-4523-9430-205e240f5fb5,,,plastic Bag For seed 5 Litter,,Medical supply,N/A,,,DAGU Item:64956
2fa9b016-0575-42bb-9093-a54c61ec3c3d,,,Biohazard Bags Disposable Red 830x930mm,,Medical supply,N/A,,,DAGU Item:64964
e8310fa2-a236-49b3-843d-d9e77a97dbc7,,,"Mask Surgical Type IIR, level 2,s.u,non sterile, earloop",,Medical supply,N/A,,,DAGU Item:64980
af72c506-ecc0-4cb9-841d-754b5a063dcb,,,Masking Surgical type llR,,Medical supply,N/A,,,DAGU Item:64959
e29db807-3f60-423f-bc94-8a3ef15f3410,,,Mask CPAP Medium size,,Medical supply,N/A,,,DAGU Item:64983
492733c1-0a8b-497b-b7cf-4514d26789a6,,,plastic Bag For seed 0.5 Litter,,Medical supply,N/A,,,DAGU Item:64957
3c8c9e7b-233e-443c-b040-0d4eedc709f6,,,Sterile Collection Swab,,Medical supply,N/A,,,DAGU Item:64981
fb967c51-ae7b-4b9e-9aef-940101871c3b,,,Dust Bin For Bio hazard bag Yellow,,Medical supply,N/A,,,DAGU Item:65380
a04dce7a-ebf8-4dbe-a5e5-ea28cbef690d,,,COBAS 4800 Amplification and Detection plate and seal,,Medical supply,N/A,,,DAGU Item:64963
685c8a40-a212-452d-a7c4-e538e76be8af,,,Breathing Circuit,,Medical supply,N/A,,,DAGU Item:65368
eb66e8db-744b-4848-a784-e7beb39f27b8,,,Mask CPAP Large size,,Medical supply,N/A,,,DAGU Item:65429
c7c80e63-6909-4517-89d2-481a7a129a75,,,Dust Bin For Bio hazard bag Black,,Medical supply,N/A,,,DAGU Item:65378
2aced0f0-5fb8-4d64-b579-861a9df112ca,,,Adhesive Tab,,Medical supply,N/A,,,DAGU Item:64960
00b22319-a44a-4e98-a950-2e187769692f,,,Masking Tab,,Medical supply,N/A,,,DAGU Item:64958
eb2f7652-7801-4447-b1fb-ee489b76bc4e,,,"Haematocrit Capillary tube length 75mm,ID 1.1 1.2mm,OD 1.5 1.6mm,20µl",,Medical supply,N/A,,,DAGU Item:64966
58b5deb5-af6a-4aee-814e-fe4e4cacb8db,,,Mask Non Breathing adult,,Medical supply,N/A,,,DAGU Item:64982
6d9870bb-3a1e-4063-8370-d6b856bd9100,,,"Lab Wipe Poly,14.4x12.5 in",,Medical supply,N/A,,,DAGU Item:64990
78eae4fc-bb81-4c67-9fe9-91ce56949d59,,,Dust Bin For Bio hazard bag Red,,Medical supply,N/A,,,DAGU Item:65379
107e4ea2-e614-461f-9762-6e6982a9cfea,,,Syringe Insulin (Disposable) 1ml on 4mm with Fixed Needle 29G,,Medical supply,N/A,,,DAGU Item:65367
23e5b559-59eb-4935-96f7-b06d732a6282,,,Surgical Gown X Large,,Medical supply,N/A,,,DAGU Item:64580
6b89fc0a-94d1-44a8-ab51-2c719630abc2,,,Mask Venturi Large for oxygen supply,,Medical supply,N/A,,,DAGU Item:65600
b58ae449-e183-427c-a311-cf6f1ae00064,,,Tubing Oxygen supply 7.6 meter,,Medical supply,N/A,,,DAGU Item:65601
9a25ee5f-57f0-4c3a-90a3-32218bebc6a5,,,Mask Venturi Small for oxygen supply,,Medical supply,N/A,,,DAGU Item:65599
832d8191-2472-4548-9864-4737f05b3078,,,Bandage jersey tubular 10cm x 4m,,Medical supply,N/A,,,DAGU Item:65699
c9fda863-b61a-417b-8137-c2fd6ff1bb07,,,Plaster Of Paris (P.O.P) 7.5cm x 2.7m,,Medical supply,N/A,,,DAGU Item:65708
9068cda5-89e3-47e3-a9e8-6f829a9e1f7f,,,Hypodermic Needle 21G,,Medical supply,N/A,,,DAGU Item:65716
bed3eec8-243a-4949-801e-5def734ce334,,,Adhesive Plaster Zinc Oxide 10cm x 5m,,Medical supply,N/A,,,DAGU Item:65695
981d8772-58bd-4f84-b2b6-4ea00277d7af,,,Bandage Extensible Non Adhesive 7cm X 4m,,Medical supply,N/A,,,DAGU Item:65704
37adaab6-13ba-4a5b-8b3d-f3c2082b005a,,,Surgical Glove Sterial Latex No. 8.5,,Medical supply,N/A,,,DAGU Item:65712
81f8ef90-1016-43cc-bf29-59e8ea8caa6e,,,Bandage jersey tubular 15cm X 4m,,Medical supply,N/A,,,DAGU Item:65700
8b88082d-0727-4eb3-9a4d-c5f6d3367e3f,,,Plaster Of Paris (P.O.P) 10cm x 2.7m,,Medical supply,N/A,,,DAGU Item:65709
800213df-9569-4b1e-9a70-1d8ebeb5d4e3,,,Hypodermic Needle 25G,,Medical supply,N/A,,,DAGU Item:65717
aa90a80d-51b1-4f3e-a278-3b19556ee43a,,,Bandage crepe 6cmx4m,,Medical supply,N/A,,,DAGU Item:65697
e4c3446c-6fbd-41e3-a2e9-578cd09e71ac,,,Disposable Syringe Without Needle 5ml,,Medical supply,N/A,,,DAGU Item:65706
37066456-fa24-4eb6-bf4d-ac8077d44604,,,Glove Gynecological Examination(Elbow Glove) No 8.5,,Medical supply,N/A,,,DAGU Item:65714
03d849ba-f268-4597-a178-4f18f7c2b8df,,,Bandage crepe 10cm x 4m,,Medical supply,N/A,,,DAGU Item:65696
2654f7bb-48d9-48b9-aa67-c274ecd3064a,,,Disposable Syringe Without Needle 20ml,,Medical supply,N/A,,,DAGU Item:65705
482c5788-d2af-4c14-a986-e1faaa4b12e7,,,Gauze Swab 10cm X 10cm non sterile,,Medical supply,N/A,,,DAGU Item:65713
51646902-8b13-4cc9-abb5-ed746efe181b,,,Bandage jersey tubular 6cmx4m,,Medical supply,N/A,,,DAGU Item:65698
0f4aaf83-e667-40a8-82b6-d9771e3facba,,,Disposable Syringe Without Needle 60ml,,Medical supply,N/A,,,DAGU Item:65707
1da35b64-0bc9-4429-bfb0-a5fece43a8e1,,,Hypodermic Needle 19G,,Medical supply,N/A,,,DAGU Item:65715
d7f0ee3d-2280-4dd6-9341-a130533d2672,,,Bandage Extensible Non Adhesive 6cmx4m,,Medical supply,N/A,,,DAGU Item:65703
8925b248-2dc7-4074-aa4e-22eb05aa9e85,,,Blood Collecting Bag CPDA1 Anticoagulant Single 1000ml,,Medical supply,N/A,,,DAGU Item:65711
2886348d-a268-4096-953c-76250af47531,,,Mucus Extractor Different Size,,Medical supply,N/A,,,DAGU Item:65719
