Uuid,Void/Retire,Mappings|NARROWER-THAN,Mappings|SAME-AS,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:fr,Data class,Data type,Absolute low,Critical low,Normal low,Normal high,Critical high,Absolute high,Units,Allow decimals,Display precision,_version:19,_order:1000,Mappings|BROADER-THAN,Mappings|ASSOCIATED-WITH,Answers,Members
161445AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:127800008,CIEL:161445;LOINC:11279-7,Urine routine and microscopy,,,,,,Test,Text,,,,,,,,,,,,,,,
161444AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,CIEL:161444;LOINC:43889-5;PIH:20651;SNOMED CT:167517009,Urine bile salt test,,,,,,Test,Coded,,,,,,,,,,,,,,,
161443AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,CIEL:161443;LOINC:50041-3;PIH:20650;SNOMED CT:9777005,Urine bile pigment test,,,,,,Test,Coded,,,,,,,,,,,,,,,
165580AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,LOINC:30385-9,Red Cell Distribution Width (CV),,,,,,Test,Numeric,,,11,14.6,,,%,Yes,,,,,,,
165579AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,LOINC:21000-5,Red Cell Distribution Width (SD),,,,,,Test,Numeric,,,37,54,,,fL,Yes,,,,,,,
159733AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,AMPATH:6125;SNOMED CT:30994003,CIEL:159733;IMO ProcedureIT:923940;LOINC:15076-3;SNOMED MVP:1597331000105004,"Glucose measurement, quantitative, urine",,,,,,Test,Numeric,,,,,,,mg/dL,Yes,,,,,,,
161440AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,CIEL:161440;IMO ProcedureIT:1060258;PIH:12273;SNOMED CT:73392001,Urine nitrite test,"Nitrite, urine",,,This test is utilized to screen for urinary tract infection,,Test,Coded,,,,,,,,,,,,LOINC:20407-3,,1138AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1874AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
163697AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,CIEL:163697;LOINC:12235-8,Urine microscopy panel,Panel de Microscopie d'urine,,,A lab panel containing urine tests done with a microscope.,,LabSet,N/A,,,,,,,,,,,,,,,163683AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163684AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163692AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;160735AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163686AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163687AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163689AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163696AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163695AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
953AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,AMPATH:953;AMPATH:652;SNOMED CT:26958001;CIEL:953;LOINC:24325-3,Liver function tests,Tests des fonctions du foie,,,Laboratory set of tests of liver function.,,LabSet,N/A,,,,,,,,,,,,,,,655AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;654AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;653AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;785AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;717AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;848AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1297AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;566b8bba-1ad6-4859-8d46-8c9492559e74;160916AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
4db4dac4-a0fe-46cd-abcd-5404597d9473,,,LOINC:32207-3,PDW,,,,,,Test,Numeric,,,10,14,,,fL,Yes,,,,,,,
40bf8bdd-c149-45ed-a7f2-b811e2e051c0,,,LOINC:59419-0,P-LCC,,,,,,Test,Numeric,,,13,129,,,10^9/L,Yes,,,,,,,
1327AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,AMPATH:1327;CIEL:1327;IMO ProcedureIT:1072582;SNOMED CT:313639004;LOINC:14196-0,Reticulocytes (%),,Retics (%),,Help determine if the bone marrow is responding adequately to the body's need for RBCs and to help determine the cause of and classify different types of anemia. Reticulocyte (%) = [Number of Reticulocytes / Number of Red Blood Cells] X 100,,Test,Numeric,0,,,,,100,%,No,,,,,,,
1332AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,SNOMED CT:71960002;CIEL:1332;IMO ProcedureIT:853162;AMPATH:1332;LOINC:711-2,ABSOLUTE EOSINOPHIL COUNT,,,,"Eosinophil granulocytes, commonly referred to as eosinophils (or less commonly as acidophils), are white blood cells that are responsible for combating infection by parasites in the body.",,Test,Numeric,0,,,,,,10^3/uL,No,,,,,,,
163703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:113076002,CIEL:163703;PIH:14196;LOINC:1527-1,"Glucose, serum 1/2 hr post 75g oral glucose (mg/dL)",Panel Tolérance au glucose 1/2 heure,,,Lab test that measures the body's ability to use glucose. This is one of 5 samples.,,Test,Numeric,20.0,,70.0,120.0,,450.0,mg/dl,No,,,,,,,
163704AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:113076002,CIEL:163704;PIH:14197;LOINC:1507-3,"Glucose, serum 1 hr post 75g oral glucose (mg/dL)",Pannel tolérance au glucose 1 heure,,,Lab test that measures the body's ability to use glucose. This is one of 5 samples.,,Test,Numeric,20.0,,70.0,120.0,,450.0,mg/dl,No,,,,,,,
163705AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:113076002,CIEL:163705;PIH:14194;LOINC:72171-2,"Glucose, serum 2 hrs post 75g oral glucose (mg/dL)",Pannel tolérance au glucose 2 heure,,,Lab test that measures the body's ability to use glucose. This is one of 5 samples.,,Test,Numeric,20.0,,70.0,120.0,,450.0,mg/dl,No,,,,,,,
163706AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:113076002,CIEL:163706;PIH:14195;LOINC:50586-7,"Glucose, serum 3 hrs post 75g oral glucose (mg/dL)",Pannel tolérance au glucose 3 heure,,,Lab test that measures the body's ability to use glucose. This is one of 5 samples.,,Test,Numeric,20.0,,70.0,120.0,,450.0,mg/dl,No,,,,,,,
163707AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:113076002,CIEL:163707;PIH:14198;LOINC:50587-5,"Glucose, serum 4 hrs post 75g oral glucose (mg/dL)",Pannel tolérance au glucose 4 heure,,,Lab test that measures the body's ability to use glucose. This is one of 5 samples.,,Test,Numeric,20.0,,70.0,120.0,,450.0,mg/dl,No,,,,,,,
16f8dd96-d0bd-4473-bc33-158ad42fe548,,,LOINC:2731-8,Parathyroid Hormone (PTH) Test,,,,,,Test,Numeric,,,,,,,,No,,,,,,,
b19b5cd4-4ab9-406e-90f0-1f98dd4ef4d4,,,LOINC:95127-7,TB LAM (Lipoarabino-mannan) Test,,,,,,Test,Coded,,,,,,,,,,,,,,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163611AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
bffd02fa-e15a-4c05-b7bc-f3d6d2e833ba,,,LOINC:1834-1,ALPHA FETO PROTEIN,,,,"AFP is a protein secreted by the fetal liver and excreted in the mother's blood. It is generally used for detecting neural tube defects, but it can also indicate: abdominal wall defects esophageal and duodenal atresia, some renal and urinary tract anomalies turner syndrome, some low birth weight fetuses, and placental complications. A low level of AFP could also indicate Down Syndrome.",,Test,Numeric,,,,,,,,,,,,,,,
1007AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,AMPATH:1007;CIEL:1007;IMO ProcedureIT:687121;SNOMED CT:166832000;LOINC:14646-4,High-density lipoprotein cholesterol measurement (mmol/L),LipoprotΘines cholestΘrol de haute densitΘ,HDL,,Test for HDL cholesterol is used along with other lipid tests to determine risk of heart disease.,,Test,Numeric,0,,0.91,,,,mmol/L,Yes,,,,,,,
1008AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,AMPATH:1008;CIEL:1008;IMO ProcedureIT:29962510;SNOMED CT:113079009;LOINC:22748-8,Low-density lipoprotein cholesterol (mmol/L),LipoprotΘines de basse densitΘ CHOLEST╔ROL,LDL,,Test for LDL cholesterol is used along with other lipid tests to determine risk of heart disease.,,Test,Numeric,0,,,2.59,,,mmol/L,Yes,,,,,,,
1006AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,AMPATH:1006;CIEL:1006;IMO ProcedureIT:829736;IMO ProcedureIT:923300;SNOMED CT:121868005;SNOMED CT:412808005;LOINC:14647-2,Total cholesterol (mmol/L),CholestΘrol total,Chol,,Test often used to help establish later risk of heart disease,,Test,Numeric,0,,,5.17,,,mmol/L,Yes,,,,,,,
1009AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,AMPATH:1009;CIEL:1009;IMO ProcedureIT:30953289;PIH:1009;SNOMED CT:14740000;LOINC:14927-8,Triglycerides (mmol/L),Triglycerides,TG,,"Blood component, measure of fat concentration in blood.",,Test,Numeric,0,,,2.26,,,mmol/L,Yes,,,,,,,
4a303b7a-2b9a-442d-972a-9e172afff259,,,LOINC:39241-9,Cannabis Urine Test,,,,,,Test,Coded,,,,,,,,,,,,,,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
51d6ff7a-bc81-471d-a7c2-8e17bdcf0271,,,LOINC:40768-4,CSF Cryptococcal Antigen Test(CRAG),,,,,,Test,Coded,,,,,,,,,,,,,,703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
8895cb58-a36a-408d-84c1-7ebb645ac704,,,LOINC:10331-7,Du Test for Rhesus,,,,,,Test,Coded,,,,,,,,,,,,,,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
b3ef7eaa-beeb-406a-9dde-61e27ddcea74,,,LOINC:39243-5,"Opiates screen, urine",,,,,,Test,Coded,,,,,,,,,,,,,,163748AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163747AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
f3c1c799-bc29-4e52-8f57-1b076699f14e,,,LOINC:2857-1,Serum prostate-specific antibody test (PSA),,,,,,Test,Coded,,,,,,,,,,,,,,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
162202AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:9718006,CIEL:162202;LOINC:41458-9,Tuberculosis polymerase chain reaction with rifampin resistance checking,RΘaction en chaεne par polymΘrase de la tuberculose avec vΘrification de la rΘsistance α la rifampicine,Xpert MTB/RIF,,,,Test,Coded,,,,,,,,,,,,,,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;162203AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;162204AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;164104AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163611AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1138AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1302AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1301AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
ce5068f1-0ecc-43a8-95c4-cf876dec79bc,,,LOINC:11279-7,Urine Analysis Test,,,,"It is used to detect and assess a wide range of disorders, such as urinary tract infection, kidney disease and diabetes.",,LabSet,N/A,,,,,,,,,,,,,,,56AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;162106AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;161441AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;161440AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163682AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1875AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;161439AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;162096AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;161438AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;161442AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163680AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;159734AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;a34cbd53-0cca-40b3-a9ec-c34be876a2b6;3bb6e4b5-1cc8-4a32-adae-cadf0b812aba;163683AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163685AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163648AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;165561AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163686AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163696AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163695AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;c55d1bcf-5e79-44f3-ac8c-de99cb7bebc3
1618AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,CIEL:1618;SNOMED CT:167226008;LOINC:24361-4,Urine Dipstick test,BANDELLETTES URISTIX,,,,,LabSet,N/A,,,,,,,,,,,,,,,161441AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;161440AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163682AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1875AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;161439AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;162096AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;161438AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;161442AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163680AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;159734AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
66621368-15ab-4d27-b920-9df6f6356f29,,,LOINC:32700-7,Blood Smear for Malaria Parasites,,,,,,LabSet,N/A,,,,,,,,,,,,,,,b6cb864b-a240-4b6a-bba4-1f17c7b7ae8d;e07ed6eb-356d-4a42-9e33-3151c6ff84e2
add20583-bc43-48ad-b228-a02ff1c02bde,,,LOINC:14631-6,Bilirubin Levels Test,,,,,,LabSet,N/A,,,,,,,,,,,,,,,1297AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;655AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
1846f62d-410a-4881-afac-396daedbf10d,,,LOINC:30164-3,Human Papillomavirus  (HPV) Test,,,,,,Test,Coded,,,,,,,,,,,,,,703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
ddd7b13a-075b-44a6-9842-32df8cc3771f,,,LOINC:5909-7,Peripheral Blood Film Examination,,,,A peripheral blood smear is often used as a follow-up test to abnormal results on a complete blood count (CBC).,,Test,Text,,,,,,,,,,1.1,,,,,
a02587cb-82dd-4ee3-90db-0c3f16f247c0,,,LOINC:10704-5,Stool for Ova and Cyst,,,,Stool for ova and cyst,,Test,Coded,,,,,,,,,,,,,,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1356AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,CIEL:1356;IMO ProcedureIT:33372628;PIH:3387;SNOMED CT:165813002;LOINC:73905-2,HIV Test,Test VIH,HIV Test,,Any form of test for HIV-1,,Test,Coded,,,,,,,,,,,,,,1228AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1229AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;c69067da-51bf-429c-8f6a-c3c41202bdf5,
0db294ca-202b-4041-9e8a-97ba43b49fa4,,,LOINC:5196-1,HBsAg Rapid Diagnostic Test,,,,,,Test,Coded,,,,,,,,,,,,,,703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1138AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
39246f0e-5042-4a83-9fd8-017039726054,,,LOINC:ET-HVS-GRAM,HVS Gram Stain,,,,,,Test,Coded,,,,,,,,,,,,,,bf9c2895-740d-40ad-9307-4a830c6d7661;e4e80e8d-e465-4a84-8939-ab8b4919499a;a5b6c7d8-1111-4222-8333-444455550001;a5b6c7d8-1111-4222-8333-444455550002,
1e4bc05f-025b-4356-bcc7-cd632eda2c19,,,LOINC:6579-0,Throat Swab Culture and Sensitivity Test,,,,,,Test,Coded,,,,,,,,,,,,,,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
d0d107f7-9452-4129-a209-b9a4d1b46d4a,,,LOINC:2345-7,Random blood sugar,,RBS,,"Random blood glucose values vary depending on the last time you ate. If you&amp;amp;#39;re testing within one to two hours after the start of a meal, the American Diabetes Association (ADA) recommends glucose levels be under 180 mg/dL. Before a meal, the levels can be between 80 and 130 mg/dL",,Test,Numeric,,,4.4,10,,,Mmol/L,Yes,,,,,,,
306AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,AMPATH:306;SNOMED CT:165828002;CIEL:306;IMO ProcedureIT:936624;LOINC:98211-6,Widal test,Test Widal,,,"The Widal test is used to demonstrate rising titres of antibodies to flagellar (H), somatic (O) antigens in typhoid and paratyphoid fever.  An increasing O antibody level signifies acute infection, whilst a raised H antibody level may indicate the serotype of the infecting organism.",,Test,Coded,,,,,,,,,,,,,,1229AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1228AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
161489AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,CIEL:161489;SNOMED CT:31003009;LOINC:32317-0,Follicle stimulating hormone test,,FSH test,,A lab test to help determine the cause of infertility in men or women.,,Test,Numeric,0.0,,,,,,mIU/ml,Yes,,,,,,,
3fd3beda-b7db-408b-b44b-c701c50fd5e3,,SNOMED CT:439926003,CIEL:167905;LOINC:4548-4,Glucose management indicator,,GMI,,,,Test,Numeric,,,,,,,%,Yes,,,,,,,
1138AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,AMPATH:1138;CIEL:1138;SNOMED CT:82334004;LOINC:LA11884-6,Indeterminate,,,,,,Misc,N/A,,,,,,,,,,,,,,,
1228AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,AMPATH:1228;CIEL:1228;SNOMED CT:11214006;LOINC:LA15255-5,Reactive,,,,,,Misc,N/A,,,,,,,,,,,,,,,
1229AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,AMPATH:1229;CIEL:1229;SNOMED CT:131194007;LOINC:LA15256-3,Non-reactive,,,,,,Misc,N/A,,,,,,,,,,,,,,,
1301AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,AMPATH:1301;CIEL:1301;SNOMED CT:260373001;LOINC:LA11882-0,Detected,,,,,,Misc,N/A,,,,,,,,,,,,,,,
1302AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,AMPATH:1302;CIEL:1302;SNOMED CT:260415000;LOINC:LA11883-8,Not detected,,,,,,Misc,N/A,,,,,,,,,,,,,,,
1363AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,AMPATH:2302;SNOMED CT:10828004,AMPATH:1507;AMPATH:2074;CIEL:1363;PIH:1408;SNOMED CT:441517005;org.openmrs.module.mdrtb:MODERATELY POSITIVE;LOINC:LA6752-5,Two plus,,,,,,Finding,Boolean,,,,,,,,,,,,,,,
1365AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,CIEL:1365;LOINC:LA6754-1,Four plus,,,,,,Finding,Boolean,,,,,,,,,,,,,,,
161522AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,CIEL:161522;IMO ProcedureIT:931949;LOINC:24242-0;SNOMED CT:315199001,Toxoplasma IgG,,,,,,Test,Coded,,,,,,,,,,,,,,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1138AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
70f8dc79-a1f8-4ddb-849e-c16fe7941f1f,,,CIEL:167810;SNOMED CT:58589004;LOINC:56888-1,Hepatitis C viral antigen measurement,,,,,,Test,Coded,,,,,,,,,,,,,,,
159649AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,CIEL:159649;SNOMED CT:252392005;LOINC:34564-5,cerebrospinal fluid microscopy,,,,,,Test,Text,,,,,,,,,,,,,,,
165402AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,LOINC:624-7,Sputum culture and sensitivity test,,,,,,Test,Coded,,,,,,,,,,,,,,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
161453AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED NP:117259009,LOINC:667-6;CIEL:161453,KOH mount,,,,,,Test,Coded,,,,,,,,,,,,,,703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
161448AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,SNOMED CT:36878004,LOINC:654-4;CIEL:161448,Kinyoun's stain for coccidians,,,,,,Test,Coded,,,,,,,,,,,,,,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1362AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1363AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1364AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
e8c1f71b-392a-4695-8c66-7686c5fee7a1,,SNOMED CT:121980003,CIEL:169215,"Cryptococcal antigen, serum titer",,,,,,Test,Numeric,,,,,,,,,,,,,,,
304AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,AMPATH:53;AMPATH:304;CIEL:304;IMO ProcedureIT:1069834;SNOMED CT:252393000,Stool exam,,,,,,Test,Coded,,,,,,,,,,,,,,,
161156AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,CIEL:161156;IMO ProcedureIT:930692;LOINC:630-4;SNOMED CT:117010004;SNOMED CT:273973005,"Culture and sensitivity, urine",,,,,,Test,Coded,,,,,,,,,,,,,,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
161454AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,CIEL:161454;IMO ProcedureIT:683131;LOINC:664-3;SNOMED CT:62777006,Gram stain,,,,,,Test,Coded,,,,,,,,,,,,,,bf9c2895-740d-40ad-9307-4a830c6d7661;e4e80e8d-e465-4a84-8939-ab8b4919499a;a5b6c7d8-1111-4222-8333-444455550001;a5b6c7d8-1111-4222-8333-444455550002,
bf9c2895-740d-40ad-9307-4a830c6d7661,,,ICD-11-WHO:XN2QM;LOINC:ET-GRAM-POS,Gram Positive Bacteria,,,,,,Organism,N/A,,,,,,,,,,,,,,,
e4e80e8d-e465-4a84-8939-ab8b4919499a,,,ICD-11-WHO:XN5PZ;LOINC:ET-GRAM-NEG,Gram Negative Bacteria,,,,,,Organism,N/A,,,,,,,,,,,,,,,
a5b6c7d8-1111-4222-8333-444455550001,,,LOINC:ET-GRAM-MIXED,Mixed organisms seen,,,,,,Misc,N/A,,,,,,,,,,,,,,,
a5b6c7d8-1111-4222-8333-444455550002,,,LOINC:ET-GRAM-NONE,No organisms seen,,,,,,Misc,N/A,,,,,,,,,,,,,,,
163433AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,CIEL:163433;SNOMED CT:250405008;LOINC:ET-XM-COMPAT,Blood compatible,,,,,,Finding,N/A,,,,,,,,,,,,,,,
163434AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,CIEL:163434;SNOMED CT:250406009;LOINC:ET-XM-INCOMPAT,Incompatible blood,,,,,,Finding,N/A,,,,,,,,,,,,,,,
165854AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,CIEL:165854;LOINC:ET-COV-NEG,Negative (no anti-COVID-19 antibody detected),,,,,,Misc,N/A,,,,,,,,,,,,,,,
165855AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,CIEL:165855;LOINC:ET-COV-IGM,Positive for IgM only (Presence of anti-COVID-19 IgM),,,,,,Misc,N/A,,,,,,,,,,,,,,,
165856AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,CIEL:165856;LOINC:ET-COV-IGG,Positive for IgG only (Presence of anti-COVID-19 IgG),,,,,,Misc,N/A,,,,,,,,,,,,,,,
165857AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,CIEL:165857;LOINC:ET-COV-BOTH,Positive for both IgG and IgM (Presence of anti-COVID-19 IgG and IgM),,,,,,Misc,N/A,,,,,,,,,,,,,,,
163611AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,CIEL:163611;LOINC:ET-COV-INV,Invalid,,,,,,Misc,N/A,,,,,,,,,,,,,,,
165552AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,LOINC:ET-HVS-CULT,High vaginal swab (HVS) Test,,,,,,Test,Coded,,,,,,,,,,,,,,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
159982AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,CIEL:159982;LOINC:11458-4;org.openmrs.module.mdrtb:TUBERCULOSIS CULTURE RESULT,"results, tuberculosis culture",,,,,,Test,Coded,,,,,,,,,,,,,,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1363AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;159985AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1364AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;160008AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1362AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1118AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;164369AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
159981AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,CIEL:159981;org.openmrs.module.mdrtb:TUBERCULOSIS CULTURE CONSTRUCT,Tuberculosis culture construct,,,,,,LabSet,N/A,,,,,,,,,,,,,,,
